,title,clickbait
1052,What Is Your Favorite Activity When Visiting Family,True
1053,Take This Color Test To See How Far You'd Go For Love,True
1054,Are You Brave Enough To Date A Werewolf,True
1055,18 Things Everyone Who Hates PDA Will Understand,True
1056,27 Things That Always Happen In The Office During Christmas,True
1057,How Many Of These SpongeBob Faces Do You Recognize,True
1058,Which Golden Globe Reaction Face Are You Based On Your Zodiac Sign,True
1059,25 Reasons A Trip To Costa Rica Could Actually Change Your Life,True
1060,Literally Just 46 Photos Of Scotland Looking Sexy As Hell,True
1061,58 Things That Mildly Annoy Anyone Who Lives With Someone Messy,True
1062,17 Places All Music Lovers Should Go In London,True
1063,"Do You Know The Lyrics To ""Hotline Bling"" By Drake",True
1064,Which Weasley Should Be Your Best Friend,True
1065,29 Books Every '90s Kid Will Immediately Recognize,True
1066,This Organisation Is Trying To Launch India's First Transgender Model Agency,True
1067,Request Timeout,True
1068,"Issa Rae's ""Insecure"" Is Coming To HBO At Long Last",True
1069,"How Well Do You Know ""Pretty Little Liars""",True
1070,You've Been Using Your Rice Cooker Wrong The Entire Time,True
1071,No Actors Of Color Were Nominated For An Oscar This Year And People Are Pissed,True
1072,This Guy Totally Nailed What A Modern Day Aladdin Would Look Like,True
1073,18 Easy And Delicious One-Pan Breakfasts,True
1074,We Tried Out Magic Wands And Here's What Happened,True
1075,Charli XCX Looked Like A Space Dominatrix At The MTV EMAs,True
1076,If The Avengers Looked Like They Originally Did In The Comics,True
1077,13 Reasons Urinals Are The Worst Human Invention Of All Time,True
1078,Will You Get A Free Car From Oprah Or A Free Tub Of Vaseline From Tyra,True
1079,28 Of The Most Canadian Crimes Ever Committed,True
1080,19 Beautiful Places In Scotland That Give People All The Feels,True
1081,Here's How To Actually Get Rid Of Acne All Over Your Body,True
1082,This 24-Year-Old Guy Got Drunk And Accidentally Booked An Insane Vacation,True
1083,I Asked Guys If They Were Going To Buy Leona Lewis's Exclusive Grindr Album,True
1084,24 Delicious Thanksgiving Desserts That Aren't Pie,True
1085,Country Star Jason Aldean Wore Blackface On Halloween To Dress Up As Lil Wayne,True
1086,17 Times College Literally Sucked The Life Out Of You,True
1087,"The Hardest ""America's Next Top Model"" Quiz You'll Take Today",True
1088,This Color Test Will Determine How You Like To Masturbate,True
1089,42 Of The Most Romantic Lines From YA Literature,True
1090,"This Reporter Responded To A Vulgar Comment With An Awesome ""Your Mama"" Joke",True
1091,22 People Who Were Just Smooth AF,True
1092,Are You Bart Or Lisa,True
1093,Which Zodiac Sign Are You Most Compatible With,True
1094,"How Well Do You Remember ""The Vampire Diaries"" Murder House Party",True
1095,"How Well Do You Remember ""Sabrina, The Teenage Witch""",True
1096,12 Signs You Grew Up In San Francisco,True
1097,What You Say To Someone With Chronic Pain And What They Hear,True
1098,23 Totally Amazing BodyCon Looks You'll Wanna Rock This Fall,True
1099,There's An Amazing New Beauty Box Catering To Women Of Color,True
1100,We Taught These Grandmas How To Do The Nae Nae And It Was Cute AF,True
1101,17 Perfect Products For Embracing Your Inner Kanye,True
1102,"Here's How To Draw A Hand, Maybe",True
1103,Can You Identify These Movies Based On The Main Character's BFF,True
1104,21 Tweets That Prove Your Brain Can Be A Real Dick Sometimes,True
1105,Which Badass Lady Should Be Your Valentine Based On One Question,True
1106,Anna Camp And Skylar Astin Are Engaged So Everything Is Finally Right In The World,True
1107,People Are Pretending To Faint In Front Of Their Dogs To See How They React,True
1108,Are These Smiths Lyrics Real Or Fake,True
1109,Do You Have ESP,True
1110,We Can Tell You Who You Should Date With Just Four Questions About Biryani,True
1111,21 Tweets About Having Braces That Are Way Too Real,True
1112,A Dad Surprised His Kids With His Military Homecoming By Dressing Up As A Gift From Their Elf,True
1113,Be Honest: Would You Hit That,True
1114,We Know What You Play In Your Private Sessions,True
1115,18 Posts That Prove Coconut Oil Is The Answer To All Your Problems,True
1116,19 Items Anyone Who Loves Burgers Needs To Own,True
1117,20 Confessions From People Who Are Slightly Obsessed With Outer Space,True
1118,21 Things All Vegetarian Couples Just Get,True
1119,"Will Ferrell Is The New, Badass Santa",True
1120,Mark Ruffalo Posted A Shirtless Pic Promoting Breast Cancer Awareness For Men,True
1121,Nobody Likes Hand Jobs,True
1122,Are You More Pinky Or The Brain,True
1123,"No Additional Episodes Of ""Making A Murderer"" Have Been Made Yet",True
1124,15 Times Priyanka Chopra Goddamn Owned 2015,True
1125,25 Of The Best Tumblr Memes Of 2015,True
1126,27 Pictures That Are Way Too Real If You Have A Four-Person Family,True
1127,17 People Who Slayed The Eyeshadow Game,True
1128,23 Things You Probably Shouldn't Say To Someone With Depression,True
1129,Someone Illustrated Leslie Knope's Compliments And They're Pretty Damn Cool,True
1130,People Don't Know Who David Bowie Is And We're Here To Clear That Up,True
1131,Gay Drama Teacher Responds Perfectly After A Mother Pulls Her Kids From His Class,True
1132,The 21 Best Server Memes On The Internet,True
1133,Try And Guess What Chips These Were Before We Smashed Them,True
1134,How Good At Spelling Are You Actually,True
1135,Would You Be Friends With Blair Or Serena,True
1136,For Anyone Too Tired To Go Out On The Weekend,True
1137,What People Who Go To Therapy Want You To Know,True
1138,"Here's A Photo Of Buff John Krasinski In ""13 Hours"" And It's Hard To Handle",True
1139,What Obscure Thing Should You Make Sexy For Halloween,True
1140,18 Very Sweary British Words You Need To Use Right Now,True
1141,14 Rare Photos Of Albert Einstein That You've Probably Never Seen Before,True
1142,"12 Reasons Kendrick Sampson From ""HTGAWM"" Is The Ultimate Bae",True
1143,11 Struggles Women Understand Too Well,True
1144,"Mumbai Is Sending Powerful Messages Of Love, Support, And Solidarity For Paris",True
1145,17 Thoughts We All Had While Stalking Our Exes On Facebook,True
1146,"I'm An Immigrant, But I'm Not",True
1147,This Guy's Cheese Vine Perfectly Sums Up How Silly The Daily Mail Is,True
1148,We Reenacted What Kids Said About Black Leaders And It's Amazing,True
1149,10 Movies With A Shit-Ton Of Lesbian Subtext,True
1150,17 Books That Perfectly Capture The Immigrant Experience,True
1151,Beans Memes Is The Only Twitter Account That Actually Matters,True
1152,13 Confessions About Masturbation That'll Make You Go WTF,True
1153,"The Secondary Characters Of ""Friends,"" Then Vs. Now",True
1154,Do You Belong In London Or San Francisco,True
1155,24 Potato Recipes That Should Be Illegal,True
1156,11 Charts And Graphs Every James Bond Fan Will Get,True
1157,"How Well Do You Know Season One Of ""Buffy""",True
1158,Only True New Jerseyans Will Ace This Quiz,True
1159,These DIY Oreo Churros Are Next-Level Glorious,True
1160,19 Gifts Every Classical Music Nerd Will Love,True
1161,24 Hilarious Tweets Every Book Lover Will Appreciate,True
1162,Which Christmas Movie Should You Watch Right Now,True
1163,"How Well Do You Remember Season 5 Of ""The Walking Dead""",True
1164,15 Times The Try Guys Went A Little Too Far In 2015,True
1165,25 Things You Should Never Say To Someone With Big Boobs,True
1166,"If ""Netflix And Chill"" Were Honest",True
1167,"This Wounded Veteran's Service Dog Was His Best Man, And It'll Make You Bawl",True
1168,"These Youth Football Players Quit Their Game To Do The ""Whip/Nae Nae""",True
1169,Here's How To Make The Only Birthday Cake You'll Ever Need,True
1170,These BFFs Are Slaying Internet Fashion,True
1171,"Dear World, A Word Of Advice From India: Your Butts Are Dirty",True
1172,Would You Pass Environmental Science Now,True
1173,25 Things You'll Only Get If You're Obsessed With Baths,True
1174,Amber Rose Had A Lot To Say About Kanye After Their Twitter War,True
1175,"23 Important Life Lessons ""The Hunger Games"" Have Taught Us",True
1176,15 Game-Changing Eyeliner Charts If You Suck At Makeup,True
1177,17 Beauty Hacks You Should Try In 2016,True
1178,17 Things Only Women Who Aren't That Into Makeup Will Understand,True
1179,15 Hits From 1996 That'll Make You Feel Old AF,True
1180,24 Pictures That Show 2016 Is Off To A Terrible Start,True
1181,What's The Most Beautiful College Campus In The World,True
1182,8 Urban Dictionary Definitions You Need To Know,True
1183,Here's Everything You Need To Know About Renters Insurance,True
1184,Adele Said A Mic Dropped In The Piano And That's Why Her Grammy Performance Was Off,True
1185,31 Celebrity Babies We Said Hello To In 2015,True
1186,19 Silly Assumptions About Singles In Their Thirties,True
1187,The Food At Electric Picnic This Year Looks Amazing,True
1188,"If ""Dragon Ball Z"" Characters Had Realistic Proportions",True
1189,15 Ridiculously Awkward Sex Questions Parents Have Actually Asked Their Kids,True
1190,16 Times Costco Failed So Hard It Almost Won,True
1191,Which X-Men Character Are You Based On Your Zodiac Sign,True
1192,13 Things All Slytherins Will Need In 2016,True
1193,12 People Who Are Going To Have A Really Hard Time Doing Their Job In That Costume,True
1194,We Need To Acknowledge That Niall Is The Most Underrated Member Of One Direction,True
1195,We Know How Many Times You Masturbated Last Week,True
1196,Are You More Nick Or Joe Jonas,True
1197,What Being A Straight Woman On Tinder Has Taught Me,True
1198,You'll Be In Tears After Hearing Josh Groban And Kelly Clarkson Duet,True
1199,17 Easy Slow Cooker Soups That Will Warm You Right Up,True
1200,21 Desserts That Prove Bourbon Makes Everything Better,True
1201,23 Times Liz Lemon Spoke The Goddamn Truth,True
1202,If Wedding Magazines Were More Realistic,True
1203,Oscar Nominee Brie Larson Had The Most 2000s Music Career Of All Time,True
1204,Explaining Rap Lyrics Will Get You Fired As An Election Candidate In Canada,True
1205,15 Ooey Gooey Snacks That Take Cheese To The Next Level,True
1206,Which Oscar Winner Are You Based On Your Zodiac Sign,True
1207,Adele Is Currently Experiencing What She Put All Of Us Through For The Last Four Years,True
1208,16 Things You See When You Go To Tim Hortons At 6 A.M,True
1209,15 Weird Things You Never Knew There Were Words For,True
1210,17 Instagram Photos Every Short Girl Can Relate To,True
1211,17 Delicious Winter Smoothies That Will Jump Start Your Mornings,True
1212,"Which ""Breaking Bad"" Character Said These Famous Last Words",True
1213,21 Weird Punishments People Actually Got When They Were Kids,True
1214,"Jamie And Claire Are Looking Damn Good In ""Outlander"" Season 2",True
1215,Literally A Bunch Of Fucked Up Memes About Caillou (That Are Great),True
1216,Are You More Tinker Bell Or Belle,True
1217,"Rihanna And Drake Are So Cute In The ""Work"" Video It Hurts",True
1218,"Ryan Phillippe Comes For Amy Schumer In This Deleted ""Trainwreck"" Scene",True
1219,Matthew McConaughey Has Reached Peak Hot Dad Mode,True
1220,13 Animal Masturbation Facts That Will Make You Feel Better About Being Single AF,True
1221,This Moment Between A Starbucks Barista And A Deaf Customer Is Going Viral,True
1222,7 Insanely Delicious Ways To Eat Leftover Halloween Candy,True
1223,Here's What It's Like When You Physically Can't Pierce Your Ears,True
1224,"Adam Woodyatt Is Upset A #HowsAdam Moment Didn't Happen During The ""Corrie"" Live Episode",True
1225,What Should You Watch On Netflix This October,True
1226,7 Really Delicious Dinners For The Week,True
1227,What Would A Disney Movie Of Your Life Be Like,True
1228,"Which ""The Lego Movie"" Character Are You",True
1229,"Do You Remember The Lyrics To ""Naked Mole Rap"" From ""Kim Possible""",True
1230,What Percent Vegan Are You,True
1231,"The New Trailer For ""Orange Is The New Black"" Looks Seriously Intense",True
1232,Which Perpetually Miserable Disney Character Are You Really,True
1233,6 Easy Holiday Gifts You Can Give Everyone In Your Squad,True
1234,Here's How To Make A Floral Dog Leash For A Winter Wedding,True
1235,This Is Why You Don't Fuck With A Crocodile,True
1236,"The New Trailer For ""The Secret Life Of Pets"" Is Here And It's Adorable",True
1237,"Here's A Mindblowing ""Harry Potter"" Fan Theory About The Avada Kedavra Curse",True
1238,Black Friday Is Your Chance To Get The Naked Palettes On Sale,True
1239,This Korean Pop Star Can't Stop Falling On Stage During Her Performance,True
1240,This Film About Pixar's Tributes To Classic Cinema Is Brilliant,True
1241,31 Two-Person Costumes Guaranteed To Up Your Halloween Game,True
1242,21 Struggles Everyone Who Has Done A Dissertation Will Understand,True
1243,"Rory Williams Has Pretty Much Graduated From Companion To Doctor On ""Legends Of Tomorrow""",True
1244,Every Girl Who Has Tried A Makeup Tutorial Will Recognize These Struggles,True
1245,25 Times Hipster Britain Went Too Damn Far,True
1246,"What Percentage Kardashian Are You, Based On 3 Questions",True
1247,Do Bangs Make These Celebrities More Bangable,True
1248,I JUST POOPED MY PANTS,True
1249,Here's How To Not Get Sick When You're Traveling,True
1250,"The Cast Of ""Parks And Rec"" In Their First Episode Vs. Their Last Episode",True
1251,Do You Actually Prefer Chris Pratt Or Chris Hemsworth,True
1252,We Need To Talk About American Thanksgiving,True
1253,19 Pictures That Are Way Too Real During Finals,True
1254,Do You Actually Know How Much Alcohol You're Drinking,True
1255,Behold The Most Terrifying Mascot To Ever Exist,True
1256,25 Fans Who Are More Genius Than The Players,True
1257,"Which ""White Chick"" Are You",True
1258,What Your Favorite Pop Divas Looked Like In 2006 Vs. Now,True
1259,Kanye West And Wiz Khalifa Are Officially Drama Free,True
1260,The 20 Worst Times To Make Eye Contact,True
1261,27 Last-Minute Stocking Stuffers For Every Fandom,True
1262,Do You Remember When People Thought Green M&M's Made You Horny,True
1263,Every Piece Of Evidence That Proves Anna Faris And Chris Pratt Have The Cutest Family In Existence,True
1264,Which Male Actor Should You Get For Christmas Based On The First Letter Of Your Name,True
1265,"Michael B. Jordan Got Laid The Fuck Out While Filming ""Creed""",True
1266,"Do You Remember The Lyrics To ""Last Friday Night"" By Katy Perry",True
1267,These People Tried To Figure Out Where Max And Ruby's Parents Are,True
1268,What Does Your Favorite Classic Video Game Mascot Say About You,True
1269,Should You Get An Oscar Or Leonardo DiCaprio,True
1270,33 Things Russia Does Differently Than Everywhere Else On Earth,True
1271,16 Nostalgic Video Game Mashups That'll Have You Grooving,True
1272,The Year 2015 In Charts,True
1273,17 Life-Changing Ways To Eat PB&J,True
1274,Rachel Bilson And Kristen Bell Are Your New Mom-Friend Goals,True
1275,These Could Be The Coolest Baby Names In 2016,True
1276,Questions Gay People Have For Bisexual People,True
1277,Ask An Expert: What Is Mindfulness And Why Should You Try It,True
1278,Here's What Beauty Ads Would Look Like If They Only Used The Advertised Product,True
1279,21 Products For People Who Are Completely Obsessed With Poodles,True
1280,Kathy Griffin And Kristin Chenoweth Talk About Their Worst Heckler Stories,True
1281,Which Of The Pope's Hot Tracks Will Be Your Fall Anthem,True
1282,"We Know Which ""Walking Dead"" Character You Are Based On Your Zodiac",True
1283,This Is The Hardest '90s Alt Rock Music Video Quiz You'll Ever Take,True
1284,24 Healthy On-The-Go Breakfast Ideas,True
1285,"These 24 Moments From ""Pride & Prejudice"" Will Make Your Heart Melt",True
1286,"Can You Identify A Show By Looking At An Old ""TV Guide"" Cover",True
1287,What Item Should You Splurge On,True
1288,What Ghost Movies Are Required Watching For Horror Fans,True
1289,15 Ways We Can All Relate To Squidward Tentacles In The Winter,True
1290,15 Gorgeous London-Inspired Tattoos You'll Absolutely Love,True
1291,This Indian Dancer Had Sex Reassignment Surgery To Live With Her Boyfriend From Pakistan,True
1292,"Who Said It: The ""Bob's Burgers"" Edition",True
1293,Can You Tell Who These Model's Famous Parents Are,True
1294,This Crying Koala Is The Cutest Thing You'll See Today,True
1295,Cam Newton's Pants Aren't Even The Worst Thing In This Picture,True
1296,McDonald's: 1955 Vs. Now,True
1297,14 People Revolutionising India's Fight For LGBT Rights,True
1298,Men Get Transformed Into Disney Princesses,True
1299,How Hip Were You In 2015,True
1300,31 Things That Didn't Look At All Like Penises In 2015,True
1301,Taylor Swift's New Video Has Loads Of Callbacks To Harry Styles,True
1302,We Know Your Relationship Status Based On Who You Don't Follow On Instagram,True
1303,18 Truths For People Who Love Wine,True
1304,"If You Thought Your Hotel Safe Was Secure, Think Again",True
1305,27 Products For People Who Are Completely Obsessed With Pizza,True
1306,"The Cast Of ""Gilmore Girls"" In Their First Episode, Last Episode, And Now",True
1307,Jennifer Lawrence Surprised Amy Schumer With The Best Gift For Her Emmy Win,True
1308,Two Rats Fought Over A Slice A Pizza In New York City Because Why Not,True
1309,Take A Deep Dive Into This Disgustingly Adorable Relationship,True
1310,Here's What Celebrities Have Been Saying About #OscarsSoWhite,True
1311,21 People Who Took Passive-Aggressive To A New Level In 2015,True
1312,11 Things People With Anxiety Want You To Know,True
1313,17 Photos That Prove Snoop Dogg Has The Greatest Hair Of All Time,True
1314,11 Times The MythBusters Took Their Job A Bit Too Far,True
1315,31 Brilliant Ways To Dress Up A Pound Of Chicken,True
1316,Images Of How HIV Affects Lives Around the World,True
1317,"Here's What It Looked Like Behind The Scenes Of ""Fuller House""",True
1318,17 Secrets We Want To Tell Our Exes,True
1319,"How Well Do You Remember ""Scream 2""",True
1320,If The Muppet Babies Grew Up And Went To Your High School,True
1321,"In Memoriam: Shia LaBeouf's Beautiful, Gorgeous Rattail",True
1322,17 Ways To Make Your Shower The Best Place On Earth,True
1323,"12 Burning Questions ""Fuller House"" Needs To Answer ASAP",True
1324,Cheap Vs. Expensive Tequila Taste Test,True
1325,The 15 Best Accidental Butts Of 2015,True
1326,Selena Gomez Reveals She Underwent Chemotherapy When People Thought She Was In Rehab,True
1327,This Is The Most Rigged Crane Game You'll Ever See,True
1328,Meghan Trainor And Ariana Grande Teamed Up On A New Song,True
1329,Celebrity Halloween Costumes: 2015 Edition,True
1330,Do You Remember Which Disney Star Sang These Lyrics,True
1331,These Four Questions Will Decide If You Should Tell Your Crush How You Feel,True
1332,Can We Guess How Big Your Boobs Are,True
1333,Donald Trump With A Man Bun Will Haunt You To The Grave,True
1334,Airplane Food In Economy Vs. First Class On 20 Airlines,True
1335,11 Things Gingers Really Want Non-Gingers To Know,True
1336,"Don't Watch ""Rent"" As An Adult Or You'll Realize How Annoying It Is",True
1337,Which Best Picture Winner Should You Watch Based On Your Emoji Preference,True
1338,"Everything You Need To Know About The Upcoming Season Of ""The Outs""",True
1339,18 Problems Only People Who Are Always Cold Understand,True
1340,What Type Of Person Should You Marry Based On Your Food Preferences,True
1341,"The Cast Of ""Hamilton"" Next To Their Real-Life Historical Characters",True
1342,How Lazy Are You Being Today,True
1343,The Evolution Of Michael Clifford's Hair,True
1344,Should You Stay Home From School,True
1345,21 Pictures That Won't Make Sense To Non-Cat People,True
1346,Do You Trust Your Friends,True
1347,"25 Times ""It's Always Sunny"" Made You Laugh Uncontrollably",True
1348,19 Fluffy Puppies Who Might Actually Be Bears,True
1349,19 Times It's OK To Hit The Panic Button,True
1350,When You Love Your Bed More Than People,True
1351,This Is What Household Ingredients Actually Do For Your Skin,True
1352,95 Thoughts Everyone Has When They Are Stoned AF,True
1353,"How Well Do You Remember The Lyrics To ""School Of Rock""",True
1354,24 Vintage Pictures Of Paris Life In The 1920s,True
1355,21 Times Taylor Swift Totally Understood That Cat Lady Life Is The Best Life,True
1356,"Which ""AHS: Hotel"" Character Are You Based On Your Zodiac Sign",True
1357,What Will Your Next Boyfriend Be Like,True
1358,This Is The Worst Version Of Your Favourite Mariah Carey Song,True
1359,Caitlyn Jenner On The Moment She Felt Most Proud To Be A Woman In 2015,True
1360,A Sea Otter Learned How To Use An Inhaler After She Got Asthma,True
1361,27 Reasons Why Paris Is The Capital Of The World,True
1362,15 Useful Things For People Who Never Remember Their Shit,True
1363,"The Mumbai Police Has Identified Various Potentially Dangerous Places As ""No Selfie Zones""",True
1364,"7 Essays To Read: Getting Ghosted, No Sex 'Til Marriage, And Sexist Books",True
1365,What Percent Awkward Are You Based On Your Zodiac Sign,True
1366,"Robert Pattinson Thought His ""Twilight"" Character Was ""Suicidally Depressed""",True
1367,The 19 Most Important Things That Happened At The 2016 Golden Globe Awards,True
1368,Can You Tell If This Is Chris Or Liam Hemsworth,True
1369,32 Ridiculously Clever Group Halloween Costumes,True
1370,18 Iconic Kim Kardashian Tweets That Are Only 4 Words,True
1371,"25 Hearty Soups, Stews, And Chilis That'll Fill You Up And Keep You Warm",True
1372,This Story Of David Bowie Blasting MTV For Not Playing Black Artists Is Going Viral,True
1373,14 Celebrity Names You ALWAYS Have To Google,True
1374,Taylor Swift Has Disappeared Off The Face Of The Earth And We're Worried,True
1375,Loaded Cheese Stuffed Mashed Potato Balls,True
1376,"Which ""Neon Genesis Evangelion"" Character Are You",True
1377,17 Things Girls Love To Do With Their Boobs,True
1378,16 Words That Mean Something Completely Different At Target,True
1379,21 Fearful Confessions From People Entering New Relationships,True
1380,Can We Guess Which Kardashian/Jenner Sister Is Your Favorite Based On Three Questions,True
1381,Tell Us Your Zodiac Sign And We'll Guess When You Went To Bed Last Night,True
1382,If Chanel Oberlin Quotes Were Motivational Posters,True
1383,What's The Craziest Experience You've Ever Had With A Vibrator,True
1384,Kids From New York And Kids From Los Angeles Go In On Which City Is Better,True
1385,21 Insanely Colorful Meals That Are Healthy AF,True
1386,21 Surprising Confessions From People Who Got Back With Their Exes,True
1387,23 Hot AF Male Models That Will Sexually Awaken You,True
1388,Here's The Right Kind Of Lube For Every Kind Of Sex,True
1389,"Even Kim Kardashian Wishes The Kanye ""Rolling Stone"" Cover Was Real",True
1390,The 15 Most Blasphemous Things Ever Said On Twitter,True
1391,A Gorilla Looked On As A Guy Went Through Pics On His Phone,True
1392,8 Ways Getting A Cat Totally Wrecks Your Life,True
1393,These Photos Of Drake Are So Hot You'll Have To Go To The Emergency Room,True
1394,You Can Make Dinner For A Week With $25,True
1395,The 23 Most Terrifying Things Justin Bieber Fans Have Done,True
1396,I'm Asexual But I'm Not,True
1397,Cemitas Are Mexico's Most Delicious Dish And You Should Try It,True
1398,18 Teeny Tiny Silver Necklaces You 100% Need,True
1399,Which Celebrity's Twitter Bio Are You Based On Your Zodiac,True
1400,What US Music Festival Should You Attend This Year,True
1401,31 Things You Need To Cook In October,True
1402,You've Been Making Your Thanksgiving Turkey The Wrong Way Your Whole Life,True
1403,"Who Said It: The ""RuPaul's Drag Race"" Edition",True
1404,What's Your Chocolate IQ,True
1405,The Rock Wore A Crushed-Velvet Suit And Nothing Will Ever Be The Same,True
1406,What Should Your 2016 Name Be,True
1407,This Woman Is Using Dead Fish As A Makeup Accessory,True
1408,Which Lola From 'Kalyeserye' Are You Based On These Really Hard Questions,True
1409,25 Perfect Outfits To Wear For A Fall Wedding,True
1410,These Three Minute Chocolate Chip Cookies Are Everything,True
1411,Can You Match The Boy To His Boy Band,True
1412,We Need To Talk About Matt Healy's Guyshadow,True
1413,The Guy Who Invented The Rorschach Test Was Really Hot,True
1414,"Who Do You Think The ""Scream Queens"" Killer Is",True
1415,This Is What Drake Songs Would Be Titled If They Were Honest,True
1416,Find Your Next Healthy Recipe With The BuzzFeed Food Newsletter,True
1417,22 Times The Kardashians Proved That They're Actually Hilarious,True
1418,18 Rotties Who Are Actually Just Big Teddy Bears,True
1419,What Song Always Makes You Feel Like A Badass,True
1420,We Competed To Make The Best Pizza For Wolfgang Puck And It Was A Total Mess,True
1421,Everything You Need To Know About Being A Woman Standing In A Field,True
1422,15 Tumblr Posts About YA Novels That'll Make You Laugh Every Time,True
1423,65 Things That Make British People Feel Slightly Guilty,True
1424,17 Mind-Blowingly Delicious Noodles To Try In NYC,True
1425,19 Signs You're The Mum Of Your House,True
1426,29 Italian Dishes Everyone Should Know,True
1427,Should You Actually Move To Canada,True
1428,How Many Of The Top 100 TV Shows Of All Time Have You Seen,True
1429,17 Texts Your Mom Has Definitely Sent You,True
1430,This One-Eyed Cat Conquered His Fear Of The Ocean And Learned To Surf,True
1431,19 Things All '00s Girls Who Grew Up On Rom Coms Will Relate To,True
1432,19 Of The Best Things That Ever Happened In A Grocery Store,True
1433,24 Relationship Problems That Are Too Real For People WIth Anxiety,True
1434,42 Heart-Pounding Moments From The Non-Stop BBC Four Sleigh Ride,True
1435,Snapchat Ran An Ad For Booze During Its Hajj Story,True
1436,Here's Why The Starbucks Red Cups Controversy Makes No Sense,True
1437,Just A Reminder That Keira Knightley Used To Dress Like This,True
1438,This Orangutan Rolling On The Ground Laughing Will Make Your Fucking Day,True
1439,John Krasinski Talking About How Much He Loves Emily Blunt Will Destroy You,True
1440,What Type Of Thot Are You,True
1441,How Many Kardashian Sisters Can You Find In This Mini Crossword,True
1442,"If You Don't Know Who The Clermont Twins Are, You Better Ask Somebody",True
1443,Are You More Into Netflix Or More Into Chilling,True
1444,"Hey, Guys, What's A ""Cheese Stick""",True
1445,51 Things That Happen When Your BFF Has Depression,True
1446,How Well Do You Actually See The Color Purple,True
1447,Guess How Much This Extravagant Wedding Really Costs,True
1448,Which Knowles Sister Are You,True
1449,31 Actually Helpful Tips For Dealing With Panic Attacks,True
1450,This Glorious Mashup Of 2015's Biggest Movies Will Blow You Away,True
1451,Here's How To Actually Start Exercising Again,True
1452,13 Things All Minnesotans Are Born Knowing How To Do,True
1453,Watch This Nerdy Daredevil Solve A Rubik's Cube While Skydiving While Your Stomach Falls Out Of Your Ass,True
1454,19 Life Hacks That Will Make You Feel Like You Have Your Shit Together,True
1455,Do You Actually Prefer Appetizers Or Dessert,True
1456,17 Times The Fragility Of Masculinity Went Way Too Far,True
1457,How Much Of An Instagram Cliche Are You,True
1458,You Can Officially Make It Through A Whole Day With Just Star Wars Merch,True
1459,Little Mix Just Shut Down Body-Shamers In The Most Perfect Way Possible,True
1460,Hinds: A Lesson In Cool From Spain's New Faces Of Garage Rock,True
1461,"The ""Star Wars"" Cast Recorded An A Cappella Version Of The Famous Theme",True
1462,"Every ""High School Musical"" Song, Ranked From Worst To Best",True
1463,Crazy Confessions From Exes,True
1464,18 Facts That Will Make Any Indian Feel Old,True
1465,"34 Facts You Probably Didn't Know About ""Harry Potter And The Order Of The Phoenix""",True
1466,Ed Sheeran Had A Hell Of A Night At The MTV EMAs,True
1467,19 Hilarious Tweets About God That'll Make You Laugh Every Time,True
1468,Tell Us About A Time You Really Fucked Up,True
1469,Here's The Best Cement Ad You Will Ever See In Your Whole Life,True
1470,27 Big Things People Are Letting Go Of This Year,True
1471,19 Things That Mildly Irritate All Farmers,True
1472,These Five Sisters Did A Photo Shoot To Thank Their Parents For Paying For All Of Their Weddings,True
1473,19 People Who Are Never Allowed To Use A Microwave Again,True
1474,These Chicken Nuggets Are What Dreams Are Made Of,True
1475,22 Pictures Of The Rockefeller Christmas Tree Through The Ages,True
1476,When You're A Girl Who Sheds Hair Everywhere,True
1477,What Annoying Misconception Do People Make About Extroverts,True
1478,Show Us Your Health And Fitness-Inspired Tattoos,True
1479,18 Reasons Being Single During The Winter Is Actually Amazing,True
1480,19 Reasons You Should Be Making Dessert In Your Slow Cooker,True
1481,23 NYC Area TV Ads From The 80's That Will Turn You Into A Kid Again,True
1482,28 David Cameron Pig Puns That Will Make You Squeal With Laughter,True
1483,15 Hilarious Tweets About Narendra Modi Hanging Out With Francois Hollande,True
1484,A Soap Opera Actress Tried To Hate On Viola Davis's Emmy Speech,True
1485,23 Times Hannah Simone Was Absolutely Flawless On Instagram,True
1486,We Need To Talk About Pumpkin Spice,True
1487,19 Things That Won't Make Sense To Non-Twins,True
1488,Here's How To Low-Key Paint A Vulva On Your Nails,True
1489,A Dad Is Hilariously Illustrating The Funny Things Kids Say,True
1490,22 Sentences That Are Way Too Real For People Who Grew Up With Strict Parents,True
1491,46 Literary Baby Names That'll Make You Want To Have Children,True
1492,Can You Identify These Super-Zoomed-In Celebrities,True
1493,Which New Pop Singer Should You Obsess Over,True
1494,9 Times Michael Scott Knew Exactly How You Feel About Adulthood,True
1495,This Inkblot Test Will Tell You Where You Should Really Be Living,True
1496,What Kind Of Ambivert Are You,True
1497,What's Your Favorite Celebrity Couple Moment Of All Time,True
1498,"Are You More Like Blair Or Serena From ""Gossip Girl?""",True
1499,Show Us Your Regrettable Tattoo,True
1500,31 Ways You Know You're DEFINITELY a DC Native,True
1501,Here's How Orphan Black Fans Are Dealing With Tatiana Maslany's Emmy Loss,True
1502,"Do You Know The Lyrics To ""How Deep Is Your Love"" By Calvin Harris And Disciples",True
1503,Jade From Little Mix Tried To Prank-Call Taylor Swift,True
1504,Madonna Gets Freaky On Stage With Her Biggest Fan,True
1505,Check Out These 5 Simple Tricks To Mess With Your Friends,True
1506,24 Realities Of Your Halloween,True
