,Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Months at Company
7710,17077,22.0,Female,5,Media,6689,Poor,High,Average,1,Yes,59.0,Associate Degree,Married,0.0,Entry,Medium,70,No,No,No,Good,High,Left,60
7711,12036,29.0,Female,2,Healthcare,7520,Excellent,Very High,Average,0,Yes,53.0,Associate Degree,Single,1.0,Entry,Large,21,No,No,Yes,Good,Medium,Left,23
7712,64163,35.0,Male,7,Healthcare,7853,Fair,Low,Average,0,No,81.0,Associate Degree,Married,,Mid,Large,26,No,No,No,Poor,Low,Stayed,85
7713,42246,47.0,Male,8,Technology,10840,Good,Low,Average,0,No,78.0,PhD,Single,4.0,Entry,Medium,52,No,No,No,Good,Medium,Stayed,95
7714,7487,37.0,Male,17,Healthcare,7492,Good,Very High,Average,3,No,43.0,Associate Degree,Married,0.0,Mid,Medium,94,Yes,No,No,Good,Medium,Stayed,203
7715,16051,33.0,Female,6,Technology,10925,Good,Low,Low,0,No,9.0,Associate Degree,Married,6.0,Mid,Medium,66,No,No,No,Good,Medium,Left,73
7716,53276,33.0,Male,5,Media,6042,Good,Low,Average,1,No,63.0,Bachelor’s Degree,Single,1.0,Entry,Medium,24,No,Yes,Yes,Excellent,High,Left,59
7717,55202,32.0,Male,17,Healthcare,9088,Good,Medium,Average,1,Yes,72.0,Master’s Degree,Married,4.0,Entry,Large,35,Yes,No,No,Good,Medium,Stayed,203
7718,8307,19.0,Male,7,,6993,Fair,High,Below Average,2,No,45.0,Associate Degree,Married,3.0,Mid,Medium,22,No,No,No,Good,Low,Left,85
7719,3873,23.0,Female,8,Technology,6232,Excellent,Very High,High,0,No,96.0,PhD,,1.0,Senior,Large,26,No,No,No,Good,Very High,Stayed,95
7720,15683,22.0,Male,3,Technology,7340,Good,High,Average,2,No,40.0,Associate Degree,Married,5.0,Mid,Small,50,No,No,Yes,Fair,Low,Stayed,36
7721,47788,,,14,,4602,Good,High,Average,1,No,78.0,Associate Degree,Married,0.0,Senior,Large,24,No,No,No,Poor,Low,Stayed,169
7722,21333,30.0,Female,14,Healthcare,8589,Fair,High,,0,No,31.0,Bachelor’s Degree,Married,3.0,Mid,Medium,75,No,No,No,Fair,Medium,Left,167
7723,223,24.0,Female,7,Technology,5110,Good,Very High,Average,0,No,23.0,High School,,2.0,Entry,Medium,40,No,No,No,Good,Low,Left,85
7724,72269,48.0,Male,32,Technology,9173,Good,Very High,Below Average,2,No,49.0,Bachelor’s Degree,,0.0,Mid,Medium,63,No,No,Yes,Fair,Low,Stayed,383
7725,46094,53.0,Male,7,Education,2988,Excellent,Medium,Average,0,Yes,83.0,Bachelor’s Degree,Married,1.0,Entry,Medium,34,No,No,No,Fair,High,Stayed,85
7726,57405,57.0,Male,1,Education,4758,Good,Low,,1,No,24.0,Associate Degree,,1.0,Entry,Medium,74,No,No,No,Poor,High,Stayed,12
7727,24849,27.0,Female,16,Technology,9450,Good,High,Average,0,No,85.0,High School,Married,4.0,Entry,Small,83,No,No,No,Poor,Medium,Left,192
7728,36212,29.0,,7,Technology,6971,Fair,High,Average,2,No,63.0,Bachelor’s Degree,Single,1.0,Entry,Medium,38,No,No,No,Poor,Medium,Left,84
7729,7520,59.0,Male,34,Healthcare,7365,Poor,Medium,Below Average,3,No,24.0,Master’s Degree,Divorced,6.0,Senior,Medium,86,No,No,No,Poor,Medium,Stayed,408
7730,5602,43.0,Female,34,Media,6124,Good,High,Average,3,No,92.0,Master’s Degree,Married,0.0,Senior,Medium,75,,No,No,Good,Low,Stayed,408
7731,12335,30.0,Male,6,Media,5620,Good,Low,Average,0,Yes,18.0,Master’s Degree,,2.0,Entry,Small,56,No,No,No,Good,Low,Left,72
7732,43480,27.0,Female,10,Education,4330,Good,Medium,Average,1,Yes,13.0,PhD,Married,0.0,Mid,Medium,43,,No,No,Fair,Low,Stayed,120
7733,20155,28.0,Female,12,Media,5886,Good,Low,Average,4,No,23.0,Master’s Degree,Married,0.0,Mid,Small,26,No,No,Yes,Good,Medium,Stayed,145
7734,49882,55.0,Female,47,Technology,8442,Poor,Low,Average,0,No,33.0,Bachelor’s Degree,Married,0.0,Mid,Medium,83,No,No,No,Good,Medium,Left,565
7735,32476,36.0,Female,20,Technology,6337,Fair,High,Average,2,No,16.0,High School,Single,1.0,Entry,Small,59,Yes,No,No,Good,Very High,Stayed,241
7736,28857,55.0,Male,18,Healthcare,7732,Good,Low,High,0,No,20.0,Bachelor’s Degree,Single,3.0,Mid,Large,22,No,No,No,Good,Low,Stayed,217
7737,51913,54.0,Male,30,Healthcare,8739,Good,High,High,0,No,67.0,Master’s Degree,Married,1.0,Entry,Large,106,No,No,No,Good,Low,Stayed,360
7738,40217,32.0,Male,14,Media,5892,Poor,High,Average,0,No,87.0,Master’s Degree,,0.0,Mid,Medium,73,No,No,No,Good,Medium,Left,169
7739,45893,53.0,Female,45,Healthcare,8775,Good,High,High,0,No,28.0,High School,Married,1.0,Mid,Medium,61,No,No,No,Fair,Medium,Stayed,539
7740,4329,34.0,Male,15,Technology,10858,Fair,Low,Average,0,Yes,82.0,Bachelor’s Degree,Single,1.0,Senior,Medium,81,No,No,No,Fair,Low,Left,179
7741,1679,19.0,Male,1,Media,6061,Poor,High,Average,2,No,79.0,Associate Degree,Single,1.0,Entry,Medium,44,No,No,Yes,Fair,High,Left,11
7742,46250,39.0,Female,27,Healthcare,7280,Fair,High,Average,3,No,83.0,Master’s Degree,,0.0,Mid,Medium,32,No,No,Yes,Poor,Low,Left,323
7743,35927,39.0,Female,14,Education,5313,Excellent,Medium,Average,0,Yes,25.0,High School,Divorced,3.0,Mid,Small,35,No,No,No,Good,High,Stayed,169
7744,12190,54.0,Female,5,,4200,Excellent,High,Average,1,No,73.0,Associate Degree,,0.0,Entry,Small,38,No,No,No,Good,Medium,Left,60
7745,66342,21.0,Male,1,Technology,6836,Poor,High,Average,0,Yes,17.0,PhD,Married,5.0,Senior,Medium,75,,No,No,Poor,Medium,Stayed,12
7746,33630,24.0,Male,1,Technology,8073,Good,High,,0,No,27.0,Associate Degree,Married,4.0,Mid,Medium,61,No,No,No,Good,Low,Stayed,13
7747,63245,58.0,Male,47,Education,6379,Poor,Low,Average,0,No,29.0,Bachelor’s Degree,Single,0.0,Entry,Medium,90,No,No,No,Good,High,Left,565
7748,41001,19.0,Female,7,Education,4897,Good,High,Average,1,No,34.0,High School,Single,,Entry,Medium,71,No,No,No,Poor,Medium,Left,84
7749,14705,20.0,Female,11,Healthcare,7070,Excellent,Low,Average,0,No,9.0,Bachelor’s Degree,Single,0.0,Mid,Medium,87,No,No,No,Fair,Low,Left,133
7750,20073,53.0,Male,25,Finance,9234,Excellent,High,Average,2,No,39.0,High School,Single,1.0,Mid,Medium,40,No,No,No,Fair,Low,Left,300
7751,44963,43.0,Male,7,Technology,8813,Good,High,Average,1,No,31.0,Bachelor’s Degree,Single,0.0,Mid,Small,23,No,No,No,Good,,Left,85
7752,33490,47.0,Female,17,Education,4460,Fair,Medium,Low,0,Yes,33.0,High School,Single,2.0,Mid,Medium,41,No,No,No,Excellent,High,Left,204
7753,73468,53.0,,22,Media,6446,Good,High,Average,2,Yes,37.0,Master’s Degree,Single,0.0,Senior,Medium,58,No,No,No,Poor,Low,Stayed,264
7754,67906,55.0,Male,13,Healthcare,8619,Good,Low,High,0,Yes,66.0,Associate Degree,Married,,Mid,Medium,91,No,No,No,Poor,Medium,Left,156
7755,55291,43.0,Female,21,Finance,7555,Fair,Very High,Average,0,No,5.0,Associate Degree,,3.0,Entry,Small,72,,No,No,Fair,Medium,Left,251
7756,53076,23.0,Female,14,Finance,8852,Good,High,High,1,No,39.0,Bachelor’s Degree,Married,0.0,Entry,Small,71,No,No,No,Good,Low,Left,169
7757,39800,59.0,Female,35,Education,5084,Fair,High,,2,No,64.0,Bachelor’s Degree,Married,,Mid,Medium,111,No,No,No,Good,Low,Stayed,419
7758,5860,42.0,Female,32,Media,6247,Good,High,Average,2,Yes,17.0,High School,Married,3.0,Mid,Large,54,No,Yes,No,Fair,Low,Stayed,384
7759,61702,53.0,Female,42,Media,5567,Good,High,Below Average,0,Yes,10.0,PhD,Divorced,2.0,Mid,Medium,71,,No,No,Fair,Medium,Stayed,503
7760,6076,47.0,Female,24,Education,3944,Fair,Very High,Average,0,Yes,15.0,Master’s Degree,Married,1.0,Entry,Large,97,No,No,No,Good,High,Stayed,289
7761,54103,22.0,Female,5,,6175,Good,High,Average,0,No,81.0,High School,,1.0,Entry,Large,25,No,No,No,Poor,Medium,Left,60
7762,47947,29.0,Female,1,Finance,7690,Good,Medium,High,0,No,58.0,Bachelor’s Degree,Married,0.0,Senior,Medium,7,,No,No,Poor,High,Stayed,12
7763,50150,31.0,Female,13,Media,6364,Good,High,High,2,Yes,51.0,PhD,Divorced,,Mid,Medium,53,No,No,No,Poor,Medium,Stayed,155
7764,53574,59.0,Male,35,Education,5289,Fair,Medium,Average,0,No,,High School,,1.0,Senior,Small,92,No,No,No,Poor,Medium,Stayed,419
7765,44252,18.0,Female,2,Technology,10209,Fair,High,High,0,No,70.0,Master’s Degree,Single,2.0,Entry,Large,6,No,No,No,Poor,High,Left,23
7766,20575,23.0,Female,11,Technology,6698,Good,Medium,Average,2,No,77.0,Master’s Degree,,2.0,Mid,Large,36,,No,No,Fair,Medium,Left,132
7767,67877,43.0,Male,35,Media,5891,Fair,High,High,1,No,40.0,Master’s Degree,Single,2.0,Mid,Large,59,,No,No,Fair,Low,Stayed,421
7768,60085,46.0,Female,4,Technology,11205,Fair,High,High,0,Yes,50.0,Associate Degree,Married,0.0,Mid,Small,72,No,No,No,Good,Low,Left,47
7769,3778,44.0,Female,29,Media,6297,Fair,High,Average,0,Yes,56.0,Master’s Degree,,1.0,Mid,Small,37,No,No,No,Good,Low,Left,349
7770,44890,33.0,Male,16,Education,5332,Fair,High,Average,3,No,78.0,Bachelor’s Degree,Divorced,0.0,Mid,Large,59,Yes,No,No,Fair,Very High,Stayed,193
7771,1222,59.0,Male,43,Healthcare,6058,Fair,Very High,Average,1,Yes,92.0,Master’s Degree,Married,0.0,Entry,Small,62,No,No,Yes,Good,High,Left,516
7772,69111,54.0,Male,32,Education,5818,Good,Medium,High,3,Yes,24.0,High School,Married,1.0,Senior,Large,54,No,No,No,Poor,Low,Stayed,384
7773,12422,56.0,Female,18,Technology,10415,Good,High,High,0,No,88.0,High School,Married,2.0,Mid,Medium,58,No,No,No,Good,Medium,Stayed,217
7774,41988,53.0,Female,31,Healthcare,10358,Good,High,High,0,No,41.0,Associate Degree,Married,5.0,Mid,Small,35,Yes,No,No,Good,Low,Stayed,371
7775,71353,56.0,Female,39,Media,6068,Fair,High,Average,0,No,22.0,Bachelor’s Degree,Single,,Mid,Medium,103,Yes,No,No,Poor,Low,Stayed,468
7776,21593,35.0,,17,,5224,Good,Medium,Average,2,No,22.0,Master’s Degree,Single,4.0,Entry,Large,29,No,No,No,Poor,Low,Left,205
7777,61489,24.0,Male,4,Media,5821,Good,Very High,Average,1,No,77.0,Bachelor’s Degree,Married,0.0,Entry,Medium,18,No,No,Yes,Poor,Low,Left,47
7778,43175,30.0,Female,15,Technology,8654,Good,High,Average,0,Yes,62.0,Associate Degree,Single,4.0,Senior,Small,76,No,Yes,No,Poor,Low,Stayed,181
7779,33813,55.0,Female,29,,3859,Good,High,Average,0,No,54.0,Master’s Degree,Married,1.0,Entry,Small,49,No,No,No,Good,High,Left,348
7780,27343,21.0,Male,6,Education,4144,Fair,Medium,High,2,Yes,69.0,Master’s Degree,Married,0.0,Entry,Medium,10,Yes,No,No,Good,Low,Left,73
7781,54348,59.0,Male,41,,6838,Fair,Very High,Low,2,No,79.0,Bachelor’s Degree,Single,,Entry,Small,42,No,No,No,Good,,Left,493
7782,57228,41.0,Female,11,Education,4118,Good,High,Average,0,No,71.0,Bachelor’s Degree,Married,2.0,Entry,Small,51,,No,No,Good,High,Left,131
7783,6876,45.0,Female,12,Healthcare,9427,Fair,Very High,High,1,No,1.0,High School,Married,,Mid,Medium,28,No,No,No,Poor,High,Stayed,145
7784,31334,57.0,Female,28,Technology,9225,Good,Low,Average,2,Yes,87.0,High School,Married,1.0,Mid,Large,82,No,No,No,Poor,Low,Stayed,336
7785,16157,35.0,Male,19,Education,3729,Fair,Very High,Below Average,0,Yes,11.0,Associate Degree,Married,0.0,Mid,Large,78,No,No,No,Good,Low,Left,227
7786,28584,29.0,Male,4,Education,3129,,High,Below Average,0,No,93.0,Bachelor’s Degree,Single,0.0,Entry,Small,82,Yes,No,Yes,Good,Low,Stayed,48
7787,25637,43.0,Male,5,Media,5848,Fair,Medium,High,0,Yes,78.0,Associate Degree,,1.0,Mid,Medium,56,Yes,No,No,Good,High,Stayed,60
7788,52795,35.0,Female,21,Healthcare,6888,Fair,High,High,0,Yes,72.0,Associate Degree,Divorced,,Entry,Small,28,Yes,No,Yes,Excellent,Medium,Left,253
7789,28034,59.0,Female,31,Education,4936,Good,High,Average,2,No,26.0,Bachelor’s Degree,Married,,Entry,Large,100,No,No,No,Fair,Low,Stayed,373
7790,62601,49.0,Female,19,Healthcare,9450,Good,High,High,1,No,36.0,Associate Degree,Married,3.0,Senior,Small,87,No,No,No,Good,High,Stayed,227
7791,61641,41.0,Male,31,Education,3161,Good,High,Below Average,0,No,38.0,Master’s Degree,Single,1.0,Senior,Small,79,No,No,No,Good,High,Stayed,371
7792,51778,21.0,Female,2,Healthcare,8556,Good,High,Average,0,Yes,,Master’s Degree,,0.0,Entry,Medium,17,No,No,No,Excellent,Low,Left,24
7793,4249,24.0,Female,1,Media,6052,Good,Very High,Average,0,No,1.0,Bachelor’s Degree,Single,2.0,Mid,Large,75,No,No,No,Fair,Medium,Left,12
7794,34460,32.0,Male,20,Technology,10331,Good,High,Average,0,No,15.0,Master’s Degree,Married,1.0,Senior,Small,59,No,No,No,Good,Low,Stayed,240
7795,23880,35.0,Male,1,Education,5097,Good,Low,Average,0,Yes,17.0,High School,Married,3.0,Entry,Medium,71,No,No,No,Poor,High,Left,11
7796,7846,41.0,Female,26,Technology,7829,Good,Medium,Below Average,0,No,75.0,Associate Degree,Single,0.0,Mid,Medium,100,No,No,Yes,Poor,,Left,313
7797,55924,48.0,Female,19,Media,5300,Fair,High,Average,0,No,39.0,Associate Degree,Married,0.0,Senior,Medium,89,No,No,No,Good,Low,Stayed,228
7798,63394,22.0,Male,10,Finance,9166,Fair,High,Average,2,No,62.0,Associate Degree,Single,1.0,Senior,Medium,57,No,No,Yes,Excellent,Medium,Stayed,120
7799,29920,41.0,Female,32,Technology,9684,Poor,High,Average,2,No,13.0,Bachelor’s Degree,Single,,Mid,Small,92,No,No,No,Good,Low,Left,385
7800,46378,54.0,Female,2,Finance,6882,Fair,Low,Average,2,No,1.0,High School,,2.0,Mid,Small,78,Yes,No,No,Good,Medium,Stayed,23
7801,39003,23.0,Male,9,Education,3915,Fair,Medium,High,1,No,98.0,Bachelor’s Degree,Single,0.0,Entry,Large,15,No,No,Yes,Good,High,Left,108
7802,65358,59.0,Female,7,Media,5451,Fair,High,Average,0,No,9.0,Master’s Degree,Married,0.0,Mid,Medium,70,No,No,No,Good,Low,Stayed,84
7803,16731,46.0,Male,6,Education,4358,Good,High,Average,0,No,31.0,Master’s Degree,,0.0,Mid,Small,23,Yes,No,No,Good,Low,Stayed,73
7804,6233,44.0,Male,31,Education,4393,Fair,High,High,2,Yes,82.0,High School,Single,,Entry,Medium,90,No,No,Yes,Good,Very High,Left,372
7805,18505,39.0,Female,18,,8563,,High,Average,1,No,83.0,Associate Degree,Married,3.0,Entry,Large,49,No,No,No,Poor,Low,Left,215
7806,33789,56.0,,17,Media,5341,Excellent,Low,Below Average,0,Yes,59.0,Bachelor’s Degree,Single,2.0,Entry,Small,25,Yes,No,No,Fair,Medium,Left,203
7807,35677,51.0,Female,38,Education,4097,Poor,Medium,Average,0,No,67.0,PhD,Married,0.0,Mid,Medium,105,No,No,No,Excellent,High,Left,455
7808,44115,30.0,Male,7,Healthcare,9051,Excellent,Very High,Low,0,No,23.0,Bachelor’s Degree,Single,5.0,Mid,Medium,62,Yes,No,No,Good,High,Stayed,85
7809,7719,21.0,Male,10,Healthcare,8876,Good,Very High,High,0,Yes,65.0,Master’s Degree,,3.0,Entry,Large,67,Yes,No,No,Poor,Medium,Stayed,119
7810,544,28.0,Male,20,Media,5115,Excellent,High,Below Average,1,No,89.0,High School,Married,1.0,Entry,Small,33,No,No,Yes,Poor,Medium,Left,240
7811,50341,42.0,Male,33,Technology,7134,Fair,Very High,Below Average,3,Yes,51.0,Bachelor’s Degree,Married,0.0,Senior,Small,57,,No,No,Fair,Medium,Stayed,397
7812,7970,44.0,Male,14,Media,6194,Good,High,Average,0,Yes,7.0,Bachelor’s Degree,Married,3.0,Entry,Small,73,Yes,No,No,Fair,High,Left,167
7813,65922,41.0,Male,6,Education,4532,Fair,High,Average,1,Yes,97.0,PhD,Married,0.0,Entry,Medium,46,No,No,No,Poor,Low,Stayed,71
7814,60107,52.0,Female,5,Healthcare,8513,Fair,High,Average,1,Yes,85.0,High School,Single,2.0,Mid,Large,27,No,No,Yes,Poor,Medium,Left,60
7815,809,42.0,Male,3,Healthcare,8017,Excellent,High,Average,1,Yes,82.0,High School,Single,1.0,Senior,Medium,27,No,No,Yes,Good,,Left,36
7816,15727,51.0,Female,37,Finance,6327,Fair,High,Below Average,2,Yes,83.0,Associate Degree,Married,1.0,Mid,Medium,76,No,No,No,Excellent,Very High,Stayed,443
7817,42073,26.0,Female,15,Finance,9348,Good,Low,Average,2,No,42.0,Master’s Degree,Single,1.0,Mid,Medium,72,No,No,No,Excellent,Medium,Stayed,179
7818,38367,20.0,Female,5,Healthcare,6839,Excellent,Very High,High,1,Yes,35.0,Bachelor’s Degree,Divorced,0.0,Mid,Medium,45,No,No,No,Fair,Low,Left,59
7819,5538,55.0,Male,18,Education,2534,Good,High,Below Average,0,Yes,22.0,Master’s Degree,Single,0.0,Entry,Small,20,No,No,No,Fair,High,Left,215
7820,64804,34.0,Female,23,Technology,9209,Good,Low,Below Average,1,No,31.0,Associate Degree,,0.0,Mid,Medium,101,,No,No,Good,Very High,Left,277
7821,56360,32.0,Male,12,Technology,9458,Excellent,High,Average,0,No,65.0,High School,Married,0.0,Entry,Medium,72,No,No,No,Fair,Very High,Stayed,144
7822,35881,39.0,Male,14,Healthcare,7724,Fair,High,High,2,No,48.0,Bachelor’s Degree,Divorced,1.0,Entry,Medium,26,No,No,Yes,Good,Medium,Left,169
7823,63635,45.0,Male,25,Technology,8795,Poor,Very High,Average,2,Yes,41.0,Bachelor’s Degree,Divorced,0.0,Entry,Medium,82,,No,No,Good,Medium,Stayed,299
7824,16040,28.0,Male,6,,8709,Fair,High,Average,2,No,4.0,Master’s Degree,Single,1.0,Entry,Medium,68,,No,No,Poor,Low,Left,72
7825,44673,32.0,Male,4,Healthcare,7238,Excellent,High,Average,0,No,45.0,Master’s Degree,Single,0.0,Entry,Large,81,No,No,No,Good,Medium,Stayed,49
7826,51492,40.0,Male,20,Technology,9572,Fair,High,Below Average,1,No,67.0,Bachelor’s Degree,Single,5.0,Entry,Medium,73,No,No,No,Poor,Low,Left,241
7827,35834,28.0,Male,1,Media,6437,Excellent,Low,High,1,Yes,48.0,High School,Single,2.0,Entry,Medium,30,Yes,No,No,Poor,Low,Stayed,11
7828,65674,42.0,Male,25,Healthcare,8808,Fair,High,Average,2,Yes,99.0,High School,,,Senior,Medium,28,No,No,No,Good,Low,Stayed,300
7829,4250,30.0,Female,17,Finance,8253,Good,High,Average,2,No,88.0,Bachelor’s Degree,Married,3.0,Senior,Medium,90,No,No,No,Fair,Low,Stayed,203
7830,7341,31.0,Female,10,Finance,8636,Good,Very High,Average,0,No,54.0,Bachelor’s Degree,,0.0,Mid,Large,40,No,No,Yes,Good,Low,Stayed,120
7831,2619,59.0,Male,14,Healthcare,7448,Fair,High,High,0,No,21.0,High School,Married,5.0,Entry,Large,67,No,No,No,Good,Medium,Left,167
7832,8627,40.0,Male,3,Healthcare,8184,Fair,Very High,Average,0,No,6.0,Associate Degree,Married,0.0,Entry,Medium,38,No,No,No,Good,Medium,Left,35
7833,64890,53.0,Male,32,Education,4123,Good,Medium,Average,0,Yes,9.0,Associate Degree,,,Entry,Small,34,No,No,No,Good,High,Stayed,385
7834,65363,48.0,Male,23,Healthcare,6236,Fair,High,Average,0,No,57.0,Bachelor’s Degree,Divorced,1.0,Mid,Large,71,No,No,No,Poor,Low,Left,276
7835,10241,22.0,Male,6,Technology,8020,Poor,High,Average,0,Yes,17.0,Associate Degree,Married,1.0,Senior,Medium,23,,No,No,Fair,Medium,Stayed,71
7836,17057,18.0,Male,2,Media,5953,Fair,High,Below Average,0,Yes,44.0,Master’s Degree,Married,,Entry,Large,9,,No,No,Excellent,Low,Left,23
7837,9662,30.0,Male,12,Technology,9844,Poor,High,Below Average,0,No,57.0,Bachelor’s Degree,Single,1.0,Senior,Medium,85,Yes,No,No,Fair,Medium,Left,144
7838,1466,49.0,Female,18,Media,7235,Excellent,High,Below Average,1,No,63.0,High School,Single,4.0,Mid,Medium,64,No,No,No,Good,,Stayed,215
7839,7666,19.0,Female,11,Healthcare,6803,Good,Low,Average,0,Yes,41.0,Associate Degree,Married,4.0,Entry,Medium,88,,No,No,Good,Medium,Stayed,131
7840,37643,19.0,Female,10,,12590,Fair,High,Average,0,No,79.0,Master’s Degree,Single,6.0,Mid,Medium,18,No,No,No,Good,Low,Left,120
7841,38129,43.0,Female,20,Education,3849,Good,Medium,Average,1,No,22.0,Master’s Degree,Married,0.0,Mid,Large,41,Yes,No,No,Good,High,Stayed,240
7842,45485,38.0,Male,24,Healthcare,6770,Good,High,Below Average,0,No,49.0,Associate Degree,Divorced,4.0,Entry,Small,64,No,No,No,Poor,High,Left,289
7843,58665,35.0,Female,10,Finance,8939,Excellent,High,Below Average,1,Yes,34.0,Bachelor’s Degree,Married,2.0,Mid,Large,45,,Yes,No,Good,High,Stayed,121
7844,3236,34.0,Male,20,Education,5435,Fair,Very High,Average,2,No,16.0,Bachelor’s Degree,Single,1.0,Senior,Medium,29,No,No,No,Poor,High,Left,240
7845,58315,21.0,Male,7,Education,5838,Good,Very High,Below Average,2,No,98.0,Bachelor’s Degree,Married,2.0,Senior,Medium,71,Yes,No,No,Good,High,Stayed,85
7846,3368,42.0,Male,20,Healthcare,7678,Poor,Very High,High,0,Yes,11.0,Bachelor’s Degree,Divorced,1.0,Mid,Small,83,No,No,No,Good,High,Left,241
7847,54904,33.0,Male,25,Media,5695,Fair,High,Below Average,1,Yes,22.0,Bachelor’s Degree,,2.0,Mid,Small,86,No,No,No,Good,Low,Left,299
7848,53249,27.0,Male,11,Healthcare,6719,Fair,Very High,Below Average,0,No,2.0,Associate Degree,Divorced,1.0,Senior,Medium,25,No,No,No,Fair,Medium,Stayed,132
7849,21906,53.0,Male,43,Finance,6504,Good,Very High,Below Average,2,Yes,65.0,High School,,0.0,Entry,Small,75,No,No,No,Poor,High,Left,516
7850,71895,55.0,Male,45,Healthcare,7477,Poor,High,Average,3,No,73.0,Bachelor’s Degree,Divorced,1.0,Mid,Medium,62,No,No,No,Good,High,Stayed,540
7851,31936,35.0,Female,1,Education,3546,Good,Medium,High,0,No,64.0,High School,Married,1.0,Mid,Small,31,No,No,No,Good,Low,Left,11
7852,29770,19.0,Female,3,Technology,7998,Good,High,Average,3,Yes,90.0,High School,Married,0.0,Mid,Small,30,,No,No,Fair,High,Stayed,35
7853,19017,28.0,Male,10,Education,4480,Good,Very High,Average,2,No,2.0,High School,Married,1.0,Senior,Medium,48,Yes,No,No,Fair,,Stayed,119
7854,45093,21.0,Female,4,Healthcare,6975,Good,Medium,Average,0,Yes,94.0,High School,Married,2.0,Mid,Medium,18,,No,No,Good,Low,Left,48
7855,52337,44.0,Female,14,Education,3720,Fair,Medium,Average,2,Yes,73.0,Associate Degree,Single,3.0,Mid,Large,22,No,No,No,Fair,Low,Left,168
7856,162,58.0,Male,37,Healthcare,7921,Fair,Medium,Average,0,No,61.0,Associate Degree,Married,5.0,Entry,Small,88,,No,No,Poor,High,Stayed,444
7857,59294,46.0,Female,23,Education,4197,Good,Medium,Below Average,1,Yes,11.0,High School,Single,0.0,Mid,Small,76,No,No,No,Fair,Low,Stayed,276
7858,12803,26.0,Male,7,Media,6355,Good,Low,Low,2,No,13.0,Bachelor’s Degree,Single,2.0,Mid,Medium,56,No,No,No,Good,Medium,Left,83
7859,57941,37.0,Male,21,Healthcare,8220,Good,Low,Average,0,No,30.0,High School,Divorced,5.0,Entry,Medium,45,No,No,No,Good,Medium,Stayed,251
7860,54754,43.0,Female,12,,7318,Fair,Very High,Average,3,No,15.0,,Married,4.0,Mid,Small,19,,No,Yes,Fair,High,Stayed,144
7861,71128,34.0,Male,8,Technology,7222,Excellent,High,High,0,Yes,36.0,Master’s Degree,Married,3.0,Senior,Medium,39,No,No,Yes,Fair,Low,Stayed,96
7862,5474,36.0,Female,9,Technology,7632,Fair,High,Average,2,Yes,67.0,Bachelor’s Degree,Single,1.0,Mid,Small,58,No,No,Yes,Good,Very High,Left,108
7863,30726,45.0,Male,28,Media,6792,Excellent,Medium,Average,1,No,47.0,Master’s Degree,Single,4.0,Entry,Small,97,Yes,No,Yes,Good,Low,Stayed,337
7864,5135,33.0,Female,18,Education,4438,Fair,High,Below Average,0,No,2.0,Bachelor’s Degree,Divorced,2.0,Entry,Medium,76,No,No,No,Good,High,Left,215
7865,57178,31.0,Male,13,Education,3963,Fair,High,Average,0,No,30.0,Associate Degree,Married,,Mid,Medium,19,No,No,Yes,Fair,Medium,Stayed,156
7866,37021,19.0,Female,2,Education,5144,Poor,High,Average,0,No,35.0,Bachelor’s Degree,Divorced,0.0,Mid,Small,57,No,No,No,Good,Low,Left,23
7867,31919,19.0,Male,6,Healthcare,8842,Good,High,Below Average,0,No,57.0,High School,Married,1.0,Entry,Medium,78,,No,Yes,Good,Low,Stayed,73
7868,43293,30.0,Female,14,Media,6279,Poor,High,Average,2,No,34.0,Bachelor’s Degree,Single,0.0,Mid,Small,92,No,No,Yes,Good,Medium,Left,169
7869,9102,30.0,Male,10,Finance,7807,,Medium,Average,0,Yes,79.0,Associate Degree,Divorced,,Entry,Medium,89,Yes,No,No,Good,Medium,Stayed,121
7870,66287,56.0,Female,22,Finance,9656,Good,Medium,Low,1,No,24.0,Associate Degree,Divorced,3.0,Entry,Medium,100,No,No,No,Good,Low,Left,263
7871,68190,38.0,Female,17,Technology,9724,Fair,High,Average,0,No,49.0,Bachelor’s Degree,Single,2.0,Senior,Medium,32,,Yes,Yes,Poor,High,Stayed,203
7872,25797,18.0,Male,5,Healthcare,8292,Fair,Low,Average,0,No,94.0,High School,Single,2.0,Entry,Small,55,Yes,No,No,Good,,Left,60
7873,23929,45.0,Female,37,Education,4634,Fair,Medium,High,0,No,71.0,Bachelor’s Degree,Single,1.0,Mid,Medium,45,Yes,No,No,Good,Medium,Left,444
7874,53204,40.0,Male,7,Technology,7668,Fair,High,Average,2,Yes,67.0,Associate Degree,Married,1.0,Entry,Medium,74,Yes,No,No,Poor,Medium,Stayed,85
7875,59925,20.0,Female,6,Media,5926,Good,Very High,High,0,No,14.0,Associate Degree,Married,0.0,Mid,Large,13,No,No,No,Fair,Low,Left,72
7876,48825,38.0,Female,20,Healthcare,7449,Good,High,Average,1,No,80.0,Bachelor’s Degree,Married,4.0,Mid,Medium,56,Yes,No,No,Good,Medium,Stayed,241
