,Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (USD)
2211,2212.0,50.0,Male,Sweater,Clothing,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45.0,Debit Card,Every 3 Months,89.0
2212,2213.0,59.0,Male,Pants,Clothing,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22.0,Bank Transfer,Quarterly,77.0
2213,2214.0,54.0,Male,Hat,Accessories,Hawaii,M,Maroon,,2.9,No,Express,No,No,18.0,Debit Card,Quarterly,94.0
2214,2215.0,50.0,Male,Belt,Accessories,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20.0,Debit Card,Weekly,100.0
2215,2216.0,25.0,Male,Sandals,Footwear,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28.0,Credit Card,Fortnightly,96.0
2216,2217.0,41.0,Male,Pants,Clothing,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15.0,Venmo,Bi-Weekly,36.0
2217,2218.0,35.0,Male,Jewelry,Accessories,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42.0,Bank Transfer,Fortnightly,27.0
2218,2219.0,67.0,Male,Sunglasses,Accessories,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20.0,Debit Card,Quarterly,67.0
2219,2220.0,33.0,Male,Blouse,Clothing,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,,Bank Transfer,Fortnightly,91.0
2220,2221.0,19.0,Male,Belt,Accessories,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47.0,Cash,Annually,62.0
2221,2222.0,25.0,Male,Shorts,Clothing,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34.0,Credit Card,Annually,88.0
2222,2223.0,32.0,Male,Pants,Clothing,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30.0,Credit Card,Weekly,66.0
2223,2224.0,30.0,Male,Sandals,Footwear,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5.0,PayPal,Quarterly,65.0
2224,2225.0,18.0,Male,Gloves,Accessories,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38.0,Cash,Quarterly,25.0
2225,2226.0,38.0,Male,Belt,Accessories,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18.0,Credit Card,Annually,64.0
2226,2227.0,22.0,Male,Shirt,Clothing,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28.0,Cash,Annually,72.0
2227,2228.0,40.0,Male,Scarf,Accessories,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42.0,Credit Card,Fortnightly,74.0
2228,2229.0,54.0,Male,Gloves,Accessories,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5.0,Credit Card,Weekly,50.0
2229,2230.0,70.0,Male,Pants,Clothing,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50.0,Venmo,Monthly,97.0
2230,2231.0,52.0,Male,Sneakers,Footwear,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33.0,Venmo,Fortnightly,36.0
2231,2232.0,34.0,Male,Jacket,Outerwear,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1.0,Credit Card,Weekly,49.0
2232,2233.0,65.0,Male,Shoes,Footwear,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14.0,Cash,Fortnightly,64.0
2233,2234.0,38.0,Male,Blouse,Clothing,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48.0,Credit Card,Monthly,31.0
2234,2235.0,35.0,Male,Boots,Footwear,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26.0,Cash,Weekly,66.0
2235,2236.0,40.0,Male,Socks,Clothing,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44.0,Credit Card,Annually,82.0
2236,2237.0,23.0,Male,T-shirt,Clothing,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18.0,Debit Card,Fortnightly,88.0
2237,2238.0,45.0,Male,Sandals,Footwear,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31.0,Venmo,Every 3 Months,34.0
2238,2239.0,40.0,Male,Sneakers,Footwear,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18.0,Debit Card,Weekly,84.0
2239,2240.0,42.0,Male,Jewelry,Accessories,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41.0,Credit Card,Every 3 Months,96.0
2240,2241.0,57.0,Male,Sandals,Footwear,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18.0,Debit Card,Every 3 Months,71.0
2241,2242.0,18.0,Male,Jacket,Outerwear,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3.0,Bank Transfer,Bi-Weekly,77.0
2242,2243.0,18.0,Male,Skirt,Clothing,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5.0,Credit Card,Bi-Weekly,66.0
2243,2244.0,56.0,Male,Shirt,Clothing,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13.0,Debit Card,Annually,21.0
2244,2245.0,35.0,Male,Shorts,Clothing,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22.0,PayPal,Annually,37.0
2245,2246.0,49.0,Male,Socks,Clothing,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45.0,PayPal,Fortnightly,90.0
2246,2247.0,49.0,Male,Jacket,Outerwear,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39.0,PayPal,Every 3 Months,96.0
2247,2248.0,34.0,Male,Jewelry,Accessories,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18.0,Venmo,Annually,37.0
2248,2249.0,63.0,Male,T-shirt,Clothing,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19.0,PayPal,Fortnightly,66.0
2249,2250.0,42.0,Male,Gloves,Accessories,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29.0,Debit Card,Weekly,45.0
2250,2251.0,41.0,Male,Shoes,Footwear,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19.0,Credit Card,Weekly,89.0
2251,2252.0,26.0,Male,Shoes,Footwear,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22.0,Debit Card,Monthly,94.0
2252,2253.0,48.0,Male,Shoes,Footwear,Nebraska,S,Maroon,Summer,3.9,No,Express,No,,21.0,Bank Transfer,Annually,96.0
2253,2254.0,62.0,Male,Hoodie,Clothing,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22.0,PayPal,Monthly,31.0
2254,2255.0,24.0,Male,Belt,Accessories,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44.0,PayPal,Every 3 Months,79.0
2255,2256.0,48.0,Male,Coat,Outerwear,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42.0,Bank Transfer,Quarterly,39.0
2256,2257.0,31.0,Male,Blouse,Clothing,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33.0,Credit Card,Quarterly,22.0
2257,2258.0,41.0,Male,Skirt,Clothing,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6.0,Bank Transfer,Annually,32.0
2258,2259.0,24.0,Male,T-shirt,Clothing,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44.0,Credit Card,Every 3 Months,71.0
2259,2260.0,60.0,Male,Jeans,Clothing,Florida,XL,Beige,Spring,3.3,No,Free Shipping,,No,24.0,Cash,Annually,96.0
2260,2261.0,38.0,Male,Scarf,Accessories,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16.0,PayPal,Quarterly,82.0
2261,2262.0,58.0,Male,Backpack,Accessories,South Carolina,L,Gold,Spring,4.4,No,Standard,,No,12.0,Bank Transfer,Fortnightly,76.0
2262,2263.0,53.0,Male,Backpack,Accessories,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50.0,PayPal,Monthly,22.0
2263,2264.0,44.0,Male,Scarf,Accessories,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42.0,Cash,Quarterly,40.0
2264,2265.0,51.0,Male,Hat,Accessories,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50.0,PayPal,Monthly,92.0
2265,2266.0,36.0,Male,Coat,Outerwear,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10.0,PayPal,Quarterly,94.0
2266,,20.0,Male,Dress,Clothing,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32.0,Debit Card,Weekly,44.0
2267,2268.0,32.0,Male,Gloves,Accessories,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37.0,Venmo,Weekly,49.0
2268,2269.0,66.0,Male,Sweater,Clothing,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15.0,Bank Transfer,Monthly,26.0
2269,2270.0,49.0,,Skirt,Clothing,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27.0,Credit Card,Annually,38.0
2270,2271.0,27.0,Male,Blouse,Clothing,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7.0,Venmo,Weekly,72.0
2271,2272.0,29.0,Male,Dress,Clothing,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49.0,PayPal,Quarterly,99.0
2272,2273.0,29.0,Male,Jacket,Outerwear,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44.0,,Monthly,38.0
2273,2274.0,55.0,Male,Coat,Outerwear,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13.0,PayPal,Bi-Weekly,96.0
2274,2275.0,57.0,Male,Dress,Clothing,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38.0,PayPal,Fortnightly,27.0
2275,2276.0,29.0,Male,Shorts,Clothing,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10.0,Debit Card,Weekly,24.0
2276,2277.0,31.0,Male,Jeans,Clothing,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25.0,Debit Card,Weekly,82.0
2277,2278.0,25.0,Male,Hat,Accessories,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18.0,Credit Card,Quarterly,56.0
2278,2279.0,61.0,Male,Gloves,Accessories,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6.0,Cash,Every 3 Months,25.0
2279,2280.0,53.0,Male,Sneakers,Footwear,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35.0,Bank Transfer,Quarterly,67.0
2280,2281.0,22.0,Male,Shoes,Footwear,Kentucky,M,Red,Summer,2.8,No,,No,No,31.0,Credit Card,Fortnightly,21.0
2281,2282.0,28.0,Male,Hoodie,Clothing,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41.0,Bank Transfer,Annually,27.0
2282,2283.0,18.0,Male,Sneakers,Footwear,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8.0,Credit Card,Annually,97.0
2283,2284.0,44.0,Male,Handbag,Accessories,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34.0,Credit Card,Fortnightly,45.0
2284,2285.0,32.0,Male,Blouse,Clothing,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20.0,Venmo,Annually,63.0
2285,2286.0,34.0,Male,Belt,Accessories,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38.0,PayPal,Every 3 Months,100.0
2286,2287.0,67.0,Male,Socks,Clothing,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35.0,Venmo,Quarterly,38.0
2287,2288.0,66.0,Male,Blouse,Clothing,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6.0,Debit Card,Annually,45.0
2288,2289.0,28.0,Male,Jewelry,Accessories,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50.0,PayPal,Weekly,91.0
2289,2290.0,70.0,Male,Shorts,Clothing,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47.0,Venmo,Weekly,82.0
2290,2291.0,37.0,Male,Boots,Footwear,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23.0,PayPal,Quarterly,48.0
2291,2292.0,28.0,Male,Coat,Outerwear,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13.0,Credit Card,Quarterly,30.0
2292,2293.0,43.0,Male,T-shirt,Clothing,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31.0,Debit Card,Monthly,34.0
2293,2294.0,37.0,Male,Sweater,Clothing,Georgia,L,Green,Fall,3.3,No,Express,No,No,16.0,Debit Card,,68.0
2294,2295.0,54.0,Male,Sunglasses,Accessories,Maryland,M,Red,Winter,5.0,No,Express,No,No,40.0,Debit Card,Annually,95.0
2295,2296.0,50.0,Male,Hat,Accessories,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45.0,PayPal,Quarterly,22.0
2296,2297.0,46.0,Male,Gloves,Accessories,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50.0,Venmo,Every 3 Months,88.0
2297,2298.0,60.0,Male,Socks,Clothing,California,M,Orange,Summer,4.7,No,Standard,No,No,1.0,Bank Transfer,Quarterly,83.0
2298,2299.0,40.0,Male,Handbag,Accessories,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10.0,Cash,Every 3 Months,87.0
2299,2300.0,64.0,Male,Coat,Outerwear,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48.0,Credit Card,Every 3 Months,57.0
2300,2301.0,18.0,Male,Coat,Outerwear,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38.0,Credit Card,Monthly,88.0
2301,2302.0,37.0,Male,Pants,Clothing,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21.0,Debit Card,Annually,20.0
2302,2303.0,36.0,Male,Belt,Accessories,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38.0,Venmo,Monthly,39.0
2303,2304.0,51.0,Male,Sunglasses,,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31.0,Credit Card,Fortnightly,71.0
2304,2305.0,26.0,Male,Hoodie,Clothing,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9.0,Debit Card,Fortnightly,73.0
2305,2306.0,68.0,Male,Handbag,Accessories,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47.0,Cash,Weekly,63.0
2306,2307.0,27.0,Male,Gloves,Accessories,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8.0,Cash,Bi-Weekly,78.0
2307,2308.0,28.0,Male,Skirt,Clothing,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30.0,Debit Card,Annually,96.0
2308,2309.0,49.0,Male,Sunglasses,Accessories,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22.0,Bank Transfer,Quarterly,81.0
2309,2310.0,70.0,Male,Dress,Clothing,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3.0,Bank Transfer,Quarterly,95.0
2310,2311.0,30.0,Male,Gloves,Accessories,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,,PayPal,Monthly,68.0
2311,2312.0,27.0,Male,Sneakers,Footwear,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10.0,Bank Transfer,Every 3 Months,28.0
2312,2313.0,19.0,Male,T-shirt,Clothing,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19.0,Cash,Every 3 Months,30.0
2313,2314.0,64.0,Male,Dress,Clothing,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36.0,Bank Transfer,Fortnightly,31.0
2314,2315.0,42.0,Male,Handbag,Accessories,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12.0,Bank Transfer,Every 3 Months,95.0
2315,2316.0,69.0,Male,Socks,Clothing,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49.0,Debit Card,Quarterly,79.0
2316,2317.0,28.0,Male,Sneakers,Footwear,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7.0,Debit Card,Annually,39.0
2317,2318.0,47.0,Male,Jacket,Outerwear,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,28.0,Bank Transfer,Monthly,34.0
2318,2319.0,69.0,Male,Hoodie,Clothing,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30.0,Credit Card,Annually,28.0
2319,2320.0,56.0,Male,Sandals,Footwear,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29.0,PayPal,Monthly,38.0
2320,,28.0,Male,Shoes,Footwear,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,9.0,Debit Card,Every 3 Months,55.0
2321,2322.0,50.0,Male,Sandals,Footwear,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,27.0,Debit Card,Fortnightly,31.0
2322,2323.0,39.0,Male,Coat,Outerwear,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21.0,Venmo,Fortnightly,84.0
2323,2324.0,35.0,Male,Gloves,Accessories,Maryland,L,White,Winter,4.7,No,Express,No,No,36.0,Credit Card,Monthly,93.0
2324,2325.0,59.0,Male,Coat,Outerwear,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,19.0,Debit Card,Annually,28.0
2325,2326.0,44.0,Male,Boots,Footwear,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47.0,Cash,Weekly,55.0
2326,2327.0,66.0,Male,Skirt,Clothing,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38.0,Bank Transfer,Annually,63.0
2327,2328.0,20.0,Male,Skirt,Clothing,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22.0,Venmo,Bi-Weekly,94.0
2328,2329.0,45.0,Male,Pants,Clothing,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29.0,Venmo,Bi-Weekly,36.0
2329,2330.0,49.0,Male,Hat,Accessories,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42.0,Bank Transfer,Annually,97.0
2330,2331.0,60.0,Male,Backpack,Accessories,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47.0,PayPal,Every 3 Months,63.0
2331,2332.0,61.0,Male,Scarf,Accessories,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10.0,Credit Card,Bi-Weekly,77.0
2332,2333.0,36.0,Male,Scarf,Accessories,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10.0,Venmo,Monthly,53.0
2333,2334.0,33.0,Male,Shirt,Clothing,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1.0,PayPal,Every 3 Months,77.0
2334,2335.0,49.0,Male,Boots,Footwear,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7.0,Credit Card,Monthly,79.0
2335,2336.0,31.0,Male,Coat,Outerwear,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10.0,Venmo,Fortnightly,37.0
2336,2337.0,19.0,Male,Belt,Accessories,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11.0,Credit Card,Weekly,94.0
2337,2338.0,39.0,Male,Boots,Footwear,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5.0,Cash,Annually,76.0
2338,2339.0,66.0,Male,Sneakers,Footwear,Georgia,S,Silver,Fall,4.0,No,Express,No,No,21.0,PayPal,Quarterly,68.0
2339,2340.0,25.0,Male,Shirt,Clothing,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24.0,Bank Transfer,Quarterly,65.0
2340,2341.0,63.0,Male,Blouse,Clothing,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37.0,Credit Card,Fortnightly,24.0
2341,2342.0,56.0,Male,Jacket,Outerwear,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22.0,Venmo,Every 3 Months,31.0
2342,2343.0,20.0,Male,Skirt,Clothing,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16.0,Debit Card,Fortnightly,89.0
2343,2344.0,58.0,Male,Socks,Clothing,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44.0,PayPal,Monthly,49.0
2344,2345.0,34.0,Male,Sandals,Footwear,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14.0,Venmo,Bi-Weekly,92.0
2345,2346.0,28.0,Male,T-shirt,Clothing,New York,S,Orange,Winter,3.3,No,Express,No,No,23.0,Bank Transfer,Every 3 Months,32.0
2346,2347.0,22.0,Male,Jacket,Outerwear,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46.0,Debit Card,Fortnightly,67.0
2347,2348.0,37.0,Male,Belt,Accessories,California,S,Gray,Fall,4.2,No,Express,No,No,46.0,Cash,Every 3 Months,64.0
2348,2349.0,54.0,Male,Shoes,Footwear,,M,Orange,Spring,4.9,No,Next Day Air,No,No,16.0,PayPal,Every 3 Months,84.0
2349,2350.0,65.0,Male,Blouse,Clothing,New York,M,Orange,Fall,3.9,No,Standard,No,No,40.0,Credit Card,Every 3 Months,34.0
2350,2351.0,57.0,Male,Shoes,Footwear,Hawaii,M,,Winter,4.2,No,Free Shipping,No,No,21.0,Cash,Annually,26.0
2351,2352.0,38.0,Male,Sweater,Clothing,,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25.0,PayPal,Bi-Weekly,50.0
2352,2353.0,70.0,Male,Boots,Footwear,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25.0,Bank Transfer,Quarterly,46.0
2353,2354.0,56.0,Male,Handbag,Accessories,Montana,M,White,Fall,4.1,No,Standard,No,No,25.0,Debit Card,Every 3 Months,71.0
2354,2355.0,56.0,Male,Blouse,Clothing,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27.0,Venmo,Monthly,78.0
2355,2356.0,22.0,Male,Skirt,Clothing,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12.0,Cash,Monthly,35.0
2356,2357.0,57.0,Male,Backpack,Accessories,Montana,M,Gray,Summer,3.0,No,Free Shipping,No,No,27.0,Debit Card,Quarterly,58.0
2357,2358.0,53.0,Male,Shirt,Clothing,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40.0,Credit Card,Bi-Weekly,67.0
2358,2359.0,53.0,Male,Sweater,Clothing,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38.0,Credit Card,Quarterly,93.0
2359,2360.0,19.0,Male,Scarf,Accessories,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44.0,Bank Transfer,Every 3 Months,81.0
2360,2361.0,49.0,Male,Handbag,Accessories,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27.0,Venmo,Every 3 Months,80.0
2361,2362.0,44.0,Male,Scarf,Accessories,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30.0,Credit Card,Every 3 Months,64.0
2362,2363.0,27.0,Male,Jeans,Clothing,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24.0,Credit Card,Monthly,41.0
2363,2364.0,60.0,Male,Socks,Clothing,Pennsylvania,XL,Pink,Winter,4.2,No,Express,,No,38.0,Cash,Bi-Weekly,79.0
2364,2365.0,62.0,Male,Sunglasses,Accessories,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4.0,PayPal,Quarterly,60.0
2365,2366.0,52.0,Male,Sneakers,Footwear,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32.0,Venmo,Monthly,91.0
2366,2367.0,30.0,Male,Shoes,Footwear,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32.0,Credit Card,Fortnightly,66.0
2367,2368.0,66.0,Male,Socks,Clothing,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28.0,Bank Transfer,Bi-Weekly,85.0
2368,2369.0,29.0,Male,Sunglasses,Accessories,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6.0,Debit Card,Every 3 Months,38.0
2369,2370.0,24.0,Male,Sweater,Clothing,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24.0,PayPal,Monthly,23.0
2370,2371.0,51.0,Male,Shoes,Footwear,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38.0,Venmo,Weekly,71.0
2371,2372.0,67.0,Male,Socks,Clothing,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28.0,Debit Card,Annually,25.0
2372,2373.0,50.0,Male,Boots,Footwear,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9.0,PayPal,Fortnightly,39.0
2373,2374.0,37.0,Male,Hoodie,Clothing,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21.0,Debit Card,Every 3 Months,20.0
2374,2375.0,69.0,Male,Gloves,Accessories,Washington,,Peach,Winter,4.7,No,Standard,No,No,31.0,Debit Card,Monthly,73.0
2375,2376.0,60.0,Male,Backpack,Accessories,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18.0,Credit Card,Quarterly,63.0
2376,2377.0,21.0,Male,Gloves,Accessories,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5.0,Cash,Weekly,94.0
2377,2378.0,44.0,Male,Blouse,Clothing,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,No,22.0,Cash,Annually,94.0
2378,2379.0,26.0,Male,Scarf,Accessories,New Hampshire,L,,Summer,2.7,No,Store Pickup,No,No,37.0,PayPal,Bi-Weekly,71.0
2379,2380.0,40.0,Male,Hat,Accessories,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,No,22.0,Debit Card,Monthly,77.0
2380,2381.0,41.0,Male,Scarf,Accessories,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36.0,PayPal,Fortnightly,66.0
2381,2382.0,62.0,Male,Sandals,Footwear,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23.0,PayPal,Annually,23.0
2382,2383.0,39.0,Male,Sweater,Clothing,California,M,Turquoise,Spring,3.9,No,Express,No,No,44.0,Debit Card,Weekly,60.0
2383,2384.0,53.0,Male,Backpack,Accessories,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25.0,Bank Transfer,Annually,72.0
2384,2385.0,24.0,Male,Blouse,Clothing,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40.0,PayPal,Quarterly,35.0
2385,2386.0,41.0,Male,Scarf,Accessories,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12.0,PayPal,Weekly,31.0
2386,2387.0,19.0,Male,Socks,Clothing,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14.0,Venmo,Monthly,33.0
2387,2388.0,36.0,Male,Hat,Accessories,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,No,14.0,Debit Card,Monthly,95.0
2388,2389.0,21.0,Male,Dress,Clothing,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10.0,Debit Card,Annually,68.0
2389,2390.0,25.0,Male,Coat,Outerwear,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17.0,Bank Transfer,Every 3 Months,87.0
2390,2391.0,65.0,Male,Shirt,Clothing,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24.0,Debit Card,Fortnightly,64.0
2391,2392.0,42.0,Male,Shirt,Clothing,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31.0,Bank Transfer,Quarterly,74.0
2392,2393.0,,Male,Jeans,Clothing,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36.0,Cash,Annually,62.0
